2008,1,3,50000.0
2008,1,4,49982.0
2008,1,7,49997.0
2008,1,8,49983.0
2008,1,9,49971.0
2008,1,10,49953.0
2008,1,11,49953.0
2008,1,14,49953.0
2008,1,15,49953.0
2008,1,16,49953.0
2008,1,17,49953.0
2008,1,18,49953.0
2008,1,22,49953.0
2008,1,23,49953.0
2008,1,24,49953.0
2008,1,25,49953.0
2008,1,28,49953.0
2008,1,29,49953.0
2008,1,30,49953.0
2008,1,31,49953.0
2008,2,1,49953.0
2008,2,4,49953.0
2008,2,5,49953.0
2008,2,6,49953.0
2008,2,7,49935.0
2008,2,8,49946.0
2008,2,11,49956.0
2008,2,12,49957.0
2008,2,13,49998.0
2008,2,14,49988.0
2008,2,15,49999.0
2008,2,19,49987.0
2008,2,20,49995.0
2008,2,21,49981.0
2008,2,22,49980.0
2008,2,25,50014.0
2008,2,26,50021.0
2008,2,27,50021.0
2008,2,28,50021.0
2008,2,29,50003.0
2008,3,3,50006.0
2008,3,4,50026.0
2008,3,5,50031.0
2008,3,6,50016.0
2008,3,7,50010.0
2008,3,10,49999.0
2008,3,11,50045.0
2008,3,12,50045.0
2008,3,13,50060.0
2008,3,14,50031.0
2008,3,17,50028.0
2008,3,18,50077.0
2008,3,19,50049.0
2008,3,20,50107.0
2008,3,24,50175.0
2008,3,25,50179.0
2008,3,26,50145.0
2008,3,27,50134.0
2008,3,28,50135.0
2008,3,31,50132.0
2008,4,1,50148.0
2008,4,2,50144.0
2008,4,3,50180.0
2008,4,4,50180.0
2008,4,7,50180.0
2008,4,8,50180.0
2008,4,9,50180.0
2008,4,10,50180.0
2008,4,11,50180.0
2008,4,14,50180.0
2008,4,15,50180.0
2008,4,16,50180.0
2008,4,17,50180.0
2008,4,18,50197.0
2008,4,21,50192.0
2008,4,22,50156.0
2008,4,23,50190.0
2008,4,24,50394.0
2008,4,25,50414.0
2008,4,28,50405.0
2008,4,29,50405.0
2008,4,30,50405.0
2008,5,1,50405.0
2008,5,2,50405.0
2008,5,5,50405.0
2008,5,6,50405.0
2008,5,7,50405.0
2008,5,8,50405.0
2008,5,9,50405.0
2008,5,12,50405.0
2008,5,13,50405.0
2008,5,14,50405.0
2008,5,15,50405.0
2008,5,16,50405.0
2008,5,19,50405.0
2008,5,20,50405.0
2008,5,21,50405.0
2008,5,22,50405.0
2008,5,23,50405.0
2008,5,27,50405.0
2008,5,28,50405.0
2008,5,29,50405.0
2008,5,30,50405.0
2008,6,2,50405.0
2008,6,3,50405.0
2008,6,4,50405.0
2008,6,5,50405.0
2008,6,6,50405.0
2008,6,9,50405.0
2008,6,10,50405.0
2008,6,11,50405.0
2008,6,12,50405.0
2008,6,13,50405.0
2008,6,16,50405.0
2008,6,17,50405.0
2008,6,18,50405.0
2008,6,19,50405.0
2008,6,20,50397.0
2008,6,23,50367.0
2008,6,24,50362.0
2008,6,25,50372.0
2008,6,26,50359.0
2008,6,27,50359.0
2008,6,30,50342.0
2008,7,1,50332.0
2008,7,2,50297.0
2008,7,3,50303.0
